Vintage,Country,Designation,Points,Price,Province,Winery
2009,Italy,Clemente VII Riserva,88,34 ,Central Italy,Castelli del Grevepesa
2009,France,Clos de Santenots,94,149 ,Northeastern France ,Domaine Jacques Prieur
2009,Italy,Moma,84,17 ,Central Italy,Umberto Cesari
2009,France,Vorbourg Grand Cru Vendanges Tardives,92,94 ,Northeastern France ,René Muré
2009,Italy,Acciaiolo,91,90 ,Central Italy,Castello d Albola
2009,France,Prestige,87,18 ,Northeastern France ,Henri de Villamont
2009,France,Grande Cuvée,89,40 ,Southern France,Château de Palayson
2009,Italy,Grumello Riserva,90,48 ,Northwestern Italy,Rainoldi
2009,Italy,Elikia Riserva,87,30 ,Central Italy,Terre di Melazzano
2009,France,Vendanges Tardives,89,35 ,Northeastern France ,Joseph Cattin
2009,Italy,Il Bosco,93,90 ,Northeastern Italy,Cesari
2009,Italy,Vigneti Vallata di Marano,90,75 ,Northeastern Italy,Giuseppe Campagnola
2009,France,Doulce France,82,14 ,Northwestern France ,Bougrier
2009,France,Cristal Rosé Brut,95,469 ,Northeastern France ,Louis Roederer
2009,Italy,Specola,94,89 ,Northwestern Italy,Luigi Oddero & Figli
2009,Italy,Dulcamara,92,41 ,Central Italy,I Giusti e Zanza
2009,Italy,F,89,12 ,Southern Italy,Feudi di San Marzano
2009,France,Clavoillon Premier Cru,93,145 ,Northeastern France ,Domaine Leflaive
2009,Italy,Il Poggiale Riserva,89,35 ,Central Italy,Castellare di Castellina
2009,France,Cuvée Gaby,91,42 ,Central France ,Domaine du Colombier
2009,France,Clos Triguedina,91,23 ,Southern France,Jean Luc Baldès
2009,France,Réserve,90,68 ,Central France ,Domaine de Nalys
2009,France,Diane de Belgrave,88,23 ,Southern France,Château Belgrave
2009,France,Tradition,87,14 ,Southern France,G. Moulinier
2009,France,Cuvée Marie,87,30 ,Northeastern France ,Lucien Albrecht
2009,France,Saint Géréon Sur Lie,86,12 ,Northwestern France ,Domaine Guindon
2009,Italy,La Rosta,89,56 ,Northeastern Italy,Degani
2009,Italy,Gaso,89,29 ,Northeastern Italy,San Rustico
2009,Italy,Gallinotto,86,45 ,Northwestern Italy,Mauro Molino
2009,France,Prestige,90,25 ,Southern France,Château Haut Monplaisir
2009,Italy,Fatica Contadina,94,34 ,Southern Italy,Terredora Di Paolo
2009,France,Le Domaine Saget,92,35 ,Northwestern France ,Guy Saget
2009,Italy,Fontanazza,86,18 ,Northwestern Italy,Marcarini
2009,Italy,L ArdÃ¬,87,12 ,Northwestern Italy,Vigne Regali
2009,Italy,Lodolaio Riserva,88,55 ,Central Italy,Vèscine
2009,France,Domaine Grand Veneur Réserve,89,15 ,Central France ,Alain Jaume et Fils
2009,France,L Intemporelle Rosé Brut,91,122 ,Northeastern France ,Mailly Grand Cru
2009,Italy,Fossetti,87,15 ,Central Italy,Mocali
2009,Italy,Le Morete,89,25 ,Northeastern Italy,Manara
2009,Italy,Bussia,91,82 ,Northwestern Italy,Prunotto
2009,Italy,Casalino,86,39 ,Central Italy,Bonacchi
2009,Italy,Oinos,87,30 ,Central Italy,San Lorenzo
2009,Italy,Bricco Asinari Nizza,88,19 ,Northwestern Italy,Tenute dei Vallarino
2009,France,Château Bouscassé Argile Rouge,93,25 ,Southern France,Vignobles Brumont
2009,Italy,Shymer,87,17 ,Southern Italy,Baglio di Pianetto
2009,France,Pfersigberg Grand Cru,91,40 ,Northeastern France ,Wolfberger
2009,Italy,Agamium,90,19 ,Northwestern Italy,Antichi Vigneti di Cantalupo
2009,Italy,Torre d Orti Morari,87,25 ,Northeastern Italy,Cavalchina
2009,Italy,Merlot and Pinot Noir 3 liter BIB,84,20 ,Northeastern Italy,Duca del Frassino
2009,France,Rasteau Le Cancarot,86,29 ,Central France ,Les Vins de Vienne
2009,France,Element Terre,88,16 ,Northwestern France ,Domaine des Pierrettes
2009,France,La Cave de Saint Roch les Vignes,86,16 ,Southern France,Les Maîtres Vignerons de la Presqu île de Saint Tropez
2009,France,Les Charmes,92,125 ,Northeastern France ,Alex Gambal
2009,Italy,Costa Russi,95,495 ,Northwestern Italy,Gaja
2009,Italy,Batàr,90,90 ,Central Italy,Agricola Querciabella
2009,France,Cuvée Jules de Souzy Vieilles Vignes,90,24 ,Central France ,Château de la Terrière
2009,Italy,Tenuta Regaleali,90,60 ,Southern Italy,Tasca d Almerita
2009,Italy,Brut Metodo Classico Riserva,92,60 ,Northeastern Italy,Maso Martis
2009,Italy,Villa Bucci Riserva,94,55 ,Central Italy,Bucci
2009,Italy,Riserva,85,23 ,Central Italy,La Cignozza
2009,Italy,Grey Label,87,20 ,Northwestern Italy,Cantine Lunae Bosoni
2009,Italy,Gradiva Collectio,88,18 ,Southern Italy,Casa di Grazia
2009,Italy,Amabile,83,11 ,Central Italy,Bigi
2009,Italy,Invetro,87,18 ,Central Italy,Renieri
2009,Italy,Runcaris,86,15 ,Northeastern Italy,Fattori
2009,Italy,Vigna Misciano Riserva,89,30 ,Central Italy,Borgo Scopeto
2009,Italy,Asili,90,90 ,Northwestern Italy,Michele Chiarlo
2009,Italy,Acciderba,91,42 ,Central Italy,Serni Fulvio Luigi
2009,France,Les Clos Grand Cru,93,137 ,Northeastern France ,Pascal Bouchard
2009,Italy,Messaggero,88,35 ,Central Italy,Montemercurio
2009,France,Mayne Sansac,85,11 ,Southern France,Univitis
2009,Italy,Giambattista Valli,87,21 ,Southern Italy,Feudi del Pisciotto
2009,Italy,Tocy,88,27 ,Southern Italy,Pirro Varone
2009,France,Tertre Perdigous,88,16 ,Southern France,Château du Port
2009,France,Regain,86,16 ,Central France ,Vindemio
2009,Italy,Bricco Bastia,86,23 ,Northwestern Italy,Conterno Fantino
2009,France,Clos des Fèves Premier Cru,93,107 ,Northeastern France ,Chanson Père et Fils
2009,Italy,Cornarea,87,30 ,Northwestern Italy,Cornarea
2009,Italy,Monteverro,92,120 ,Central Italy,Monteverro
2009,Italy,Bussia,92,55 ,Northwestern Italy,Giacosa Fratelli
2009,Italy,Basarin,91,60 ,Northwestern Italy,Moccagatta
2009,Italy,Anima Umbra,86,14 ,Central Italy,Arnaldo Caprai
2009,Italy,Grillo Parlante,83,14 ,Southern Italy,Fondo Antico
2009,Italy,Riserva,89,48 ,Central Italy,Marchesato degli Aleramici
2009,Italy,Fabrizio Bianchi,90,25 ,Central Italy,Castello di Monsanto
2009,Italy,Roggio del Filare,89,55 ,Central Italy,Velenosi
2009,Italy,Is Argiolas,87,20 ,Southern Italy,Argiolas
2009,France,La Réserve,87,40 ,Southern France,Château de Calavon
2009,Italy,Castellero,90,82 ,Northwestern Italy,Barale Fratelli
2009,France,Cuvée Marina,87,26 ,Southern France,Commanderie de la Bargemone
2009,Italy,Riserva,90,30 ,Central Italy,Castello San Donato in Perano
2009,France,Clos Triguedina Petit Clos,89,20 ,Southern France,Jean Luc Baldès
2009,France,Les Barcillants,93,50 ,Central France ,Les Vins de Vienne
2009,France,Tradition de Calavon,88,30 ,Southern France,Château de Calavon
2009,Italy,Belguardo,88,17 ,Central Italy,Mazzei
2009,Italy,Martinenga,89,54 ,Northwestern Italy,Tenute Cisa Asinari dei Marchesi di Gresy
2009,Italy,EBB Extra Brut,90,49 ,Northwestern Italy,Il Mosnel
2009,Italy,Sole di Sesta,91,48 ,Southern Italy,Cottanera
2009,Italy,Riserva San Pietro,87,80 ,Northwestern Italy,Tenuta Rocca
2009,France,L Enclos de Ramage,87,19 ,Southern France,Château Ramage la Batisse
2009,France,Elevé en FÃ»ts de ChÃªne,85,15 ,Southern France,Château Grand Jean
2009,France,Steinert Grand Cru,91,45 ,Northeastern France ,La Cave des Vignerons de Pfaffenheim
2009,Italy,Il Tralcetto,87,14 ,Northeastern Italy,Cescon Italo Storia e Vini
2009,Italy,Riserva,87,14 ,Central Italy,Villa Montignana
2009,Italy,Lieben Aich,87,35 ,Northeastern Italy,Manincor
2009,France,Cuvée Prestige,90,25 ,Southern France,Château du Port
2009,Italy,Tenuta della Ioria Superiore,89,21 ,Central Italy,Casale della Ioria
2009,France,Furstentum Grand Cru,89,37 ,Northeastern France ,Domaine Bott Geyl
2009,Italy,Primaio,86,14 ,Northwestern Italy,Cantine San Silvestro
2009,France,Les Neuf Vingt,87,19 ,Northwestern France ,Musset Roullier
2009,Italy,Punggl,90,22 ,Northeastern Italy,Nals Margreid
2009,Italy,Cuvée Leonora,88,24 ,Northwestern Italy,Cascina Bretta Rossa
2009,France,Clos de Mazeray,88,95 ,Northeastern France ,Domaine Jacques Prieur
2009,France,Prieuré de Cénac Mission,91,15 ,Southern France,Château Saint Didier Parnac
2009,Italy,Il Margone Riserva,88,95 ,Central Italy,Il Molino di Grace
2009,Italy,Le Ellere,88,25 ,Central Italy,Castello d Albola
2009,France,Clos de la Roche,96,304 ,Northeastern France ,Domaine Dujac
2009,France,Cuvée Prestige,87,20 ,Southern France,Château Montet
2009,France,Château Corton Grancey,93,129 ,Northeastern France ,Louis Latour
2009,France,Cuvée Signature Morgeot Premier Cru,88,75 ,Northeastern France ,Bouchard Aîné & Fils
2009,France,Clos les Cornirets,90,42 ,Central France ,Fayolle Fils & Fille
2009,Italy,Gries,87,16 ,Northeastern Italy,St. Pauls
2009,Italy,Riserva,86,35 ,Central Italy,Coli
2009,Italy,Riserva,91,27 ,Central Italy,Volpaia
2009,France,Les Belles Vignes,87,26 ,Northwestern France ,Fournier Père et Fils
2009,Italy,Vigna Manapetra Riserva,87,58 ,Central Italy,Fattoria La Lecciaia
2009,Italy,Querciantica,86,15 ,Central Italy,Velenosi
2009,Italy,Prime Vigne,87,17 ,Southern Italy,Verrone
2009,France,Premier Cru Brut Nature Millésime,92,75 ,Northeastern France ,Henriet Bazin
2009,France,B (Si),88,16 ,Southern France,Lannac Saint Jean
2009,Italy,Il Musico,90,26 ,Southern Italy,Benanti
2009,France,Réserve St. Martin,84,10 ,Southern France,Les Vignerons de la Méditerranée
2009,France,Gloeckelberg Grand Cru,91,35 ,Northeastern France ,Bott Frères
2009,France,K Lys,91,24 ,Southern France,Clos Troteligotte
2009,France,Saint Barthélémy,89,22 ,Central France ,Gabriel Meffre
2009,France,Domaine de Roure,90,60 ,Central France ,Paul Jaboulet Aîné
2009,France,Côte de Py,92,22 ,Central France ,Paul Beaudet
2009,Italy,Vegnie Vecie,86,22 ,Northwestern Italy,Fraccaroli
2009,Italy,Arrocco,86,20 ,Southern Italy,Tenuta Fujanera
2009,France,En Remilly Premier Cru,91,40 ,Northeastern France ,Jean Claude Boisset
2009,France,Les Fourchaumes Vieilles Vignes,92,50 ,Northeastern France ,Domaine Laroche
2009,France,Bollenberg,87,15 ,Northeastern France ,Château d Orschwihr
2009,France,Cuvée Millesimé Brut,88,22 ,Northwestern France ,Vignoble Brisebarre
2009,Italy,Molin Vecchio,91,65 ,Central Italy,Carpineto
2009,France,Vaudésir Grand Cru,91,120 ,Northeastern France ,Garnier et Fils
2009,France,Cuvée 1907,90,16 ,Southern France,Producteurs Plaimont
2009,France,Dou Hauret,91,50 ,Southern France,Château de Gayon
2009,Italy,Vigneti di Ravazzol,92,70 ,Northeastern Italy,Cà La Bionda
2009,Italy,Solèr,88,37 ,Northeastern Italy,De Stefani
2009,France,Charmes Premier Cru,93,105 ,Northeastern France ,Olivier Leflaive
2009,France,Les Larmes de Bacchus,89,111 ,Northwestern France ,Domaine Pichot
2009,Italy,Ignaccio,88,33 ,Central Italy,Il Marroneto
2009,Italy,Villa Novare,84,16 ,Northeastern Italy,Bertani
2009,France,Mas Janeil,86,24 ,Southern France,François Lurton
2009,France,Whispering Angel,87,20 ,Southern France,Château d Esclans
2009,France,Cuvée Signature Le Porusot Premier Cru,88,75 ,Northeastern France ,Bouchard Aîné & Fils
2009,France,Château Pech de Jammes,91,25 ,Southern France,Georges Vigouroux
2009,France,Brut Tradition Millésime,89,45 ,Northeastern France ,Vollereaux
2009,Italy,Dròmos,89,49 ,Central Italy,Poggio Verrano
2009,France,Vieilles Vignes,86,24 ,Northeastern France ,Manuel Olivier
2009,Italy,Morar,90,69 ,Northeastern Italy,Valentina Cubi
2009,Italy,Serrocielo,90,33 ,Southern Italy,Feudi di San Gregorio
2009,Italy,Brenntal Riserva,90,23 ,Northeastern Italy,Cantina Cortaccia
2009,Italy,Il Poggio Riserva,91,60 ,Central Italy,Castello di Monsanto
2009,France,La Sereine,88,20 ,Northeastern France ,La Chablisienne
2009,France,D (Ré),91,20 ,Southern France,Lannac Saint Jean
2009,Italy,Riserva Cagiòlo,84,37 ,Central Italy,Cantina Tollo
2009,France,Cuvée Shyrus,91,24 ,Central France ,Domaine Fond Croze
2009,Italy,Terrale Oro,83,10 ,Southern Italy,Calatrasi
2009,France,Coteaux,89,58 ,Central France ,Tardieu Laurent
2009,Italy,Braide Alte,90,45 ,Northeastern Italy,Livon
2009,Italy,Riserva,94,54 ,Central Italy,Contucci
2009,France,Les Christins,91,31 ,Central France ,Perrin & Fils
2009,Italy,On attend les Invites,84,20 ,Central Italy,Luretta
2009,Italy,Flors di Uis,92,39 ,Northeastern Italy,Vie di Romans
2009,Italy,Eclisse,90,29 ,Northeastern Italy,La Roncaia
2009,Italy,Fonterutoli,90,28 ,Central Italy,Mazzei
2009,France,Réserve,87,22 ,Northeastern France ,Lucien Albrecht
2009,Italy,Riserva,85,102 ,Northwestern Italy,Marchesi di Barolo
2009,Italy,Bricco Sarmassa,92,70 ,Northwestern Italy,Brezza
2009,Italy,Pa  Riondo,90,26 ,Northeastern Italy,Brunelli
2009,Italy,Kebir,86,25 ,Southern Italy,Torrevento
2009,France,Echézeaux,95,370 ,Northeastern France ,Domaine Jacques Prieur
2009,Italy,Codici,85,11 ,Southern Italy,Mondo del Vino
2009,Italy,Monte Alto,87,39 ,Northeastern Italy,Ca  Rugate
2009,France,Cuvée Terroir,86,15 ,Central France ,Domaine Pral
2009,Italy,Biancosesto,90,25 ,Northeastern Italy,La Tunella
2009,France,Triple A,87,59 ,Southern France,Château l Enclos
2009,Italy,Foresco,87,18 ,Central Italy,Barberani
2009,France,Réserve,86,24 ,Northeastern France ,Gustave Lorentz
2009,France,Clos des Mouches Premier Cru,92,112 ,Northeastern France ,Chanson Père et Fils
2009,Italy,Regina di Renieri,92,30 ,Central Italy,Renieri
2009,Italy,Zovo,85,47 ,Northeastern Italy,Zanoni
2009,France,Réserve du Château,87,17 ,Southern France,Château Pey la Tour
2009,Italy,Monte Ca  Bianca,90,78 ,Northeastern Italy,Begali
2009,Italy,Phi Natura Armonia,91,49 ,Central Italy,Tenuta Vitalonga
2009,Italy,Campo del Drago,86,80 ,Central Italy,Castiglion del Bosco
2009,France,Les Ruchets,93,84 ,Central France ,Jean Luc Colombo
2009,Italy,Baia al Vento,92,33 ,Central Italy,Campo al Mare
2009,Italy,Brut Nature,87,45 ,Northwestern Italy,Ronco Calino
2009,Italy,Poggio Abate Riserva,90,81 ,Central Italy,Tenute del Cerro
2009,France,Domaine La Crau des Papes,92,44 ,Central France ,Louis Bernard
2009,France,Terre de Granit,87,28 ,Central France ,Cave de Tain
2009,France,Château Bouscassé,94,20 ,Southern France,Alain Brumont
2009,France,Cuvée Exceptionelle,90,40 ,Southern France,Château Simon
2009,Italy,Essentija,89,30 ,Southern Italy,Pala
2009,France,Le Charmois Premier Cru,86,30 ,Northeastern France ,Michel Picard
2009,Italy,Bellezza Riserva,91,30 ,Central Italy,Castello di Gabbiano
2009,France,Millénaire,88,26 ,Northeastern France ,Henri de Villamont
2009,Italy,Capofaro,93,66 ,Southern Italy,Tasca d Almerita
2009,France,Samorëns,89,14 ,Central France ,Ferraton Pere et Fils
2009,Italy,Gris,89,28 ,Northeastern Italy,Lis Neris
2009,Italy,Tancredi,89,45 ,Southern Italy,Donnafugata
2009,Italy,Riserva Castello di Bibbione,90,38 ,Central Italy,Castelli del Grevepesa
2009,France,Clos du Bourg Première Trie Moelleux,97,69 ,Northwestern France ,Domaine Huët
2009,France,Dou Barringuet,94,40 ,Southern France,Château de Gayon
2009,Italy,Solitario,87,45 ,Central Italy,Leuta
2009,Italy,Ponka,86,22 ,Northeastern Italy,Paraschos
2009,France,La Roque,91,25 ,Southern France,Mas del Périé
2009,France,Domaine des Perdrix,87,35 ,Northeastern France ,Domaines Devillard
2009,Italy,Pora Riserva,91,65 ,Northwestern Italy,Produttori del Barbaresco
2009,Italy,Versacrum,85,18 ,Southern Italy,Sorrentino
2009,France,Clos Cristal,89,24 ,Northwestern France ,Hospices de Saumur
2009,Italy,Rosso Maniero,86,13 ,Central Italy,Casaloste
2009,Italy,Famiglia Zingarelli,88,17 ,Central Italy,Rocca delle MacÃ¬e
2009,France,L Ame,93,45 ,Southern France,Domaine Rotier
2009,Italy,La Togata,88,36 ,Central Italy,Tenuta Carlina
2009,Italy,Rocche dell Annunziata,90,55 ,Northwestern Italy,Rocche Costamagna
2009,France,Domaine de la Créa Les Cent Vignes Premier Cru,88,41 ,Northeastern France ,Louis Max
2009,France,Reserve,87,13 ,Southern France,Domaines Astruc
2009,France,L Intemporelle Grand Cru Brut,92,100 ,Northeastern France ,Mailly Grand Cru
2009,France,No 46,89,19 ,Southern France,Château du Cayrou
2009,France,Clos Saint Urbain Rangen de Thann Grand Cru,95,74 ,Northeastern France ,Domaine Zind Humbrecht
2009,Italy,Vigna Manapetra Riserva,87,58 ,Central Italy,Fattoria La Lecciaia
2009,Italy,Riserva Colle Secco,84,14 ,Central Italy,Cantina Tollo
2009,Italy,Riserva Sergio Zenato,92,107 ,Northeastern Italy,Zenato
2009,Italy,Badiola,88,15 ,Central Italy,Mazzei
2009,Italy,Grauer,88,29 ,Northeastern Italy,Erste Neue
2009,France,Les Royaux,89,50 ,Northwestern France ,Domaine Laporte
2009,Italy,Leon Riserva,92,75 ,Northwestern Italy,Rivetto
2009,Italy,Bricco Pernice,93,98 ,Northwestern Italy,Elvio Cogno
2009,France,Nord Sud,86,14 ,Southern France,Laurent Miquel
2009,France,Les Quatre Journaux,93,425 ,Northeastern France ,Louis Latour
2009,France,Cuvée Royale Blanc de Noirs Brut Nature,89,100 ,Northeastern France ,Joseph Perrier
2009,Italy,Masianco,87,16 ,Northeastern Italy,Masi
2009,Italy,Due Sorelle Riserva,87,60 ,Central Italy,Tenuta La Fuga
2009,Italy,Casal di Serra,87,17 ,Central Italy,Umani Ronchi
2009,Italy,Gricos,87,11 ,Southern Italy,Lucania
2009,Italy,Cascina Ferrero,91,50 ,Northwestern Italy,Tenuta Carretta
2009,Italy,Sessantanni Old Vines,88,42 ,Southern Italy,Feudi di San Marzano
2009,Italy,Cento Filari,88,22 ,Northwestern Italy,Cesari
2009,France,Cuvée X,92,30 ,Southern France,Château Famaey
2009,Italy,C D C ,86,17 ,Southern Italy,Baglio del Cristo di Campobello
2009,France,Cuvée FÃ»t de ChÃªne,85,25 ,Northeastern France ,Domaine Marc Jambon
2009,France,In Fine,88,12 ,Central France ,Bourgeois Family
2009,France,Areñes Sauvages,91,50 ,Central France ,Cave de Tain
2009,Italy,Cicogna,90,35 ,Northeastern Italy,Domenico Cavazza
2010,France,Monte de Milieu Premier Cru,90,35 ,Northeastern France ,La Chablisienne
2010,Italy,Villa al Cortile,91,65 ,Central Italy,Piccini
2010,France,Clos des Angles Premier Cru,91,90 ,Northeastern France ,Olivier Leflaive
2010,Italy,Lodolaio Riserva,88,55 ,Central Italy,Castelvecchi
2010,France,Whispering Angel,86,20 ,Southern France,Château d Esclans
2010,Italy,Volpolo,90,40 ,Central Italy,Podere Sapaio
2010,Italy,Campo Novo,88,16 ,Central Italy,Casale della Ioria
2010,Italy,Camartina,93,160 ,Central Italy,Querciabella
2010,Italy,Il Saggio Riserva,88,50 ,Central Italy,Antico Colle
2010,Italy,Terra di Confine,88,30 ,Central Italy,Tenuta Vitalonga
2010,Italy,Pietra Rossa,93,50 ,Central Italy,Contucci
2010,France,Sélection,87,13 ,Central France ,Georges Duboeuf
2010,France,Clos du Bourg Sec,93,30 ,Northwestern France ,Domaine Huët
2010,France,Cuvée de Nalys,90,20 ,Central France ,Kirkland Signature
2010,Italy,Riserva,89,80 ,Central Italy,Palazzo
2010,Italy,Corte Vaona,93,70 ,Northeastern Italy,Novaia
2010,France,Cuvée Eden,85,19 ,Southern France,Château l Escart
2010,France,Cuvée Estagnol,93,29 ,Southern France,La Bastide Blanche
2010,Italy,Mosaico,91,60 ,Central Italy,Casa di Terra
2010,France,Le Raisin,87,14 ,Southern France,Château Laulerie
2010,France,Sensation,87,14 ,Central France ,Domaine de la Berthète
2010,France,Vendanges Tardives,95,70 ,Northeastern France ,Domaine Bernhard & Reibel
2010,France,Le Grand Bouqueteau Réserve,92,19 ,Northwestern France ,Château du Coudray Montpensier
2010,France,La Reine des Bois,94,141 ,Central France ,Domaine de la Mordorée
2010,France,La Moynerie,91,27 ,Northwestern France ,Michel Redde et Fils
2010,France,Clos de l Echo,91,50 ,Northwestern France ,Couly Dutheil
2010,Italy,For You Metodo Classico,87,40 ,Northwestern Italy,Demarie
2010,Italy,Riserva,91,35 ,Central Italy,Castellare di Castellina
2010,France,Signature,86,17 ,Southern France,Château de Brigue
2010,France,Les Hauts du Fief,90,40 ,Central France ,Cave de Tain
2010,Italy,Rosé Metodo Classico,90,30 ,Central Italy,Cantina della Volta
2010,France,Millésime Brut,90,30 ,Northeastern France ,Lété Vautrain
2010,France,Les Champonnets Premier Cru,91,94 ,Northeastern France ,Domaine Heresztyn
2010,France,Les Artèmes,85,25 ,Central France ,Domaine de la Citadelle
2010,Italy,I Versi,86,8 ,Southern Italy,Fondo Antico
